"rules","support","confidence","coverage","lift","count"
"{CHILDS GARDEN TROWEL BLUE} => {CHILDS GARDEN FORK BLUE}",0.0100876028670029,0.739299610894942,0.0136448101937882,67.5956707340108,190
"{CHILDS GARDEN FORK BLUE} => {CHILDS GARDEN TROWEL BLUE}",0.0100876028670029,0.922330097087379,0.0109370852136979,67.5956707340108,190
"{CHILDS GARDEN TROWEL PINK} => {CHILDS GARDEN FORK PINK}",0.010830899920361,0.758364312267658,0.0142819219538094,65.2227937057595,204
"{CHILDS GARDEN FORK PINK} => {CHILDS GARDEN TROWEL PINK}",0.010830899920361,0.931506849315068,0.0116272896203876,65.2227937057595,204
"{CHILDS GARDEN TROWEL BLUE} => {CHILDS GARDEN TROWEL PINK}",0.011308733740377,0.828793774319066,0.0136448101937882,58.0309692910766,213
"{CHILDS GARDEN TROWEL PINK} => {CHILDS GARDEN TROWEL BLUE}",0.011308733740377,0.79182156133829,0.0142819219538094,58.0309692910766,213
"{POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0109370852136979,0.751824817518248,0.0145473851871516,54.2552507201387,206
"{POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE BEDROOM}",0.0109370852136979,0.88034188034188,0.0124236793204141,52.1422620007526,206
"{POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0118927528537298,0.85823754789272,0.0138571807804619,50.8330321212559,224
"{POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0118927528537298,0.70440251572327,0.0168834616405628,50.8330321212559,224
"{POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0109370852136979,0.919642857142857,0.0118927528537298,50.6475824979114,206
"{POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0124236793204141,0.896551724137931,0.0138571807804619,49.3758822343214,234
"{POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0124236793204141,0.684210526315789,0.0181576851606053,49.3758822343214,234
"{POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE BEDROOM}",0.0145473851871516,0.801169590643275,0.0181576851606053,47.4529221376292,274
"{POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0145473851871516,0.861635220125786,0.0168834616405628,47.4529221376292,274
"{GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0102999734536767,0.657627118644068,0.0156623307671887,46.0461218574759,194
"{PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0102999734536767,0.906542056074766,0.0113618263870454,45.171215942244,194
"{PINK REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0123705866737457,0.866171003717472,0.0142819219538094,43.1596054365571,233
"{GREEN REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0123705866737457,0.616402116402116,0.020069020440669,43.1596054365571,233
"{CHILDS BREAKFAST SET DOLLY GIRL} => {CHILDS BREAKFAST SET SPACEBOY}",0.0102999734536767,0.62987012987013,0.0163525351738784,40.9089789520824,194
"{CHILDS BREAKFAST SET SPACEBOY} => {CHILDS BREAKFAST SET DOLLY GIRL}",0.0102999734536767,0.668965517241379,0.0153968675338466,40.9089789520824,194
"{GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0102999734536767,0.832618025751073,0.0123705866737457,39.8029454695976,194
"{REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0101937881603398,0.790123456790123,0.0129015131404301,39.3703050493174,192
"{REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0101937881603398,0.803347280334728,0.0126891425537563,38.4036701144787,192
"{PINK REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0113618263870454,0.795539033457249,0.0142819219538094,38.0304002415413,214
"{ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0113618263870454,0.543147208121827,0.020918502787364,38.0304002415413,214
"{KEY FOB , SHED,KEY FOB , BACK DOOR} => {KEY FOB , GARAGE DESIGN}",0.0107778072736926,0.719858156028369,0.0149721263604991,37.8729842703752,203
"{KEY FOB , FRONT DOOR} => {KEY FOB , BACK DOOR}",0.011308733740377,0.783088235294118,0.0144411998938147,37.5304501571621,213
"{KEY FOB , BACK DOOR} => {KEY FOB , FRONT DOOR}",0.011308733740377,0.541984732824427,0.0208654101406955,37.5304501571621,213
"{GREEN REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0156623307671887,0.78042328042328,0.020069020440669,37.3077981897779,295
